userId,event,timestamp,vin,condition,year,make,model,price,mileage
553319626,show badge detail,2016-09-20 08:08:07.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:51.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit contact form,2016-09-20 08:07:41.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit alternatives,2016-09-20 08:07:55.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:08.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:08.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit alternatives,2016-09-20 08:07:35.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit badges,2016-09-20 08:07:09.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,display alternatives,2016-09-20 08:07:05.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 08:08:12.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit contact form,2016-09-20 08:07:14.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:40.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit contact form,2016-09-20 08:07:33.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,visit features,2016-09-20 08:07:13.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
553319626,show badge detail,2016-09-20 14:37:52.000000,1G1PE5SB9F7122750,Used,2015,Chevrolet,Cruze,0.0000,26683
